confirmed,country,date,deaths,lat,lon,province,recovered
9,Australia,3/11/2020,1,-31.9505,115.8605,Western Australia,0
9,Australia,3/12/2020,1,-31.9505,115.8605,Western Australia,0
14,Australia,3/13/2020,1,-31.9505,115.8605,Western Australia,0
17,Australia,3/14/2020,1,-31.9505,115.8605,Western Australia,0
17,Australia,3/15/2020,1,-31.9505,115.8605,Western Australia,0
28,Australia,3/16/2020,1,-31.9505,115.8605,Western Australia,0
31,Australia,3/17/2020,1,-31.9505,115.8605,Western Australia,0
35,Australia,3/18/2020,1,-31.9505,115.8605,Western Australia,0
52,Australia,3/19/2020,1,-31.9505,115.8605,Western Australia,0
64,Australia,3/20/2020,1,-31.9505,115.8605,Western Australia,0
90,Australia,3/21/2020,1,-31.9505,115.8605,Western Australia,0
120,Australia,3/22/2020,1,-31.9505,115.8605,Western Australia,0
140,Australia,3/23/2020,1,-31.9505,115.8605,Western Australia,0
175,Australia,3/24/2020,1,-31.9505,115.8605,Western Australia,0
175,Australia,3/25/2020,1,-31.9505,115.8605,Western Australia,1
231,Australia,3/26/2020,2,-31.9505,115.8605,Western Australia,1
231,Australia,3/27/2020,2,-31.9505,115.8605,Western Australia,1
278,Australia,3/28/2020,2,-31.9505,115.8605,Western Australia,28
311,Australia,3/29/2020,2,-31.9505,115.8605,Western Australia,28
355,Australia,3/30/2020,2,-31.9505,115.8605,Western Australia,41
364,Australia,3/31/2020,2,-31.9505,115.8605,Western Australia,41
392,Australia,4/1/2020,2,-31.9505,115.8605,Western Australia,48
400,Australia,4/2/2020,2,-31.9505,115.8605,Western Australia,64
400,Australia,4/3/2020,2,-31.9505,115.8605,Western Australia,92
436,Australia,4/4/2020,2,-31.9505,115.8605,Western Australia,92
453,Australia,4/5/2020,3,-31.9505,115.8605,Western Australia,92
460,Australia,4/6/2020,4,-31.9505,115.8605,Western Australia,162
460,Australia,4/7/2020,4,-31.9505,115.8605,Western Australia,162
481,Australia,4/8/2020,6,-31.9505,115.8605,Western Australia,162
495,Australia,4/9/2020,6,-31.9505,115.8605,Western Australia,170
506,Australia,4/10/2020,6,-31.9505,115.8605,Western Australia,203
514,Australia,4/11/2020,6,-31.9505,115.8605,Western Australia,216
514,Australia,4/12/2020,6,-31.9505,115.8605,Western Australia,216
517,Australia,4/13/2020,6,-31.9505,115.8605,Western Australia,216
527,Australia,4/14/2020,6,-31.9505,115.8605,Western Australia,251
527,Australia,4/15/2020,6,-31.9505,115.8605,Western Australia,251
532,Australia,4/16/2020,6,-31.9505,115.8605,Western Australia,338
541,Australia,4/17/2020,7,-31.9505,115.8605,Western Australia,340
544,Australia,4/18/2020,7,-31.9505,115.8605,Western Australia,340
545,Australia,4/19/2020,7,-31.9505,115.8605,Western Australia,340
545,Australia,4/20/2020,7,-31.9505,115.8605,Western Australia,435
546,Australia,4/21/2020,7,-31.9505,115.8605,Western Australia,443
546,Australia,4/22/2020,7,-31.9505,115.8605,Western Australia,451
546,Australia,4/23/2020,7,-31.9505,115.8605,Western Australia,458
548,Australia,4/24/2020,8,-31.9505,115.8605,Western Australia,464
549,Australia,4/25/2020,8,-31.9505,115.8605,Western Australia,478
549,Australia,4/26/2020,8,-31.9505,115.8605,Western Australia,486
549,Australia,4/27/2020,8,-31.9505,115.8605,Western Australia,486
550,Australia,4/28/2020,8,-31.9505,115.8605,Western Australia,495
551,Australia,4/29/2020,8,-31.9505,115.8605,Western Australia,507
551,Australia,4/30/2020,8,-31.9505,115.8605,Western Australia,507
551,Australia,5/1/2020,8,-31.9505,115.8605,Western Australia,511
551,Australia,5/2/2020,8,-31.9505,115.8605,Western Australia,520
551,Australia,5/3/2020,9,-31.9505,115.8605,Western Australia,523
551,Australia,5/4/2020,9,-31.9505,115.8605,Western Australia,528
0,Austria,1/22/2020,0,47.5162,14.5501,,0
0,Austria,1/23/2020,0,47.5162,14.5501,,0
0,Austria,1/24/2020,0,47.5162,14.5501,,0
0,Austria,1/25/2020,0,47.5162,14.5501,,0
0,Austria,1/26/2020,0,47.5162,14.5501,,0
0,Austria,1/27/2020,0,47.5162,14.5501,,0
0,Austria,1/28/2020,0,47.5162,14.5501,,0
0,Austria,1/29/2020,0,47.5162,14.5501,,0
0,Austria,1/30/2020,0,47.5162,14.5501,,0
0,Austria,1/31/2020,0,47.5162,14.5501,,0
0,Austria,2/1/2020,0,47.5162,14.5501,,0
0,Austria,2/2/2020,0,47.5162,14.5501,,0
0,Austria,2/3/2020,0,47.5162,14.5501,,0
0,Austria,2/4/2020,0,47.5162,14.5501,,0
0,Austria,2/5/2020,0,47.5162,14.5501,,0
0,Austria,2/6/2020,0,47.5162,14.5501,,0
0,Austria,2/7/2020,0,47.5162,14.5501,,0
0,Austria,2/8/2020,0,47.5162,14.5501,,0
0,Austria,2/9/2020,0,47.5162,14.5501,,0
0,Austria,2/10/2020,0,47.5162,14.5501,,0
0,Austria,2/11/2020,0,47.5162,14.5501,,0
0,Austria,2/12/2020,0,47.5162,14.5501,,0
0,Austria,2/13/2020,0,47.5162,14.5501,,0
0,Austria,2/14/2020,0,47.5162,14.5501,,0
0,Austria,2/15/2020,0,47.5162,14.5501,,0
0,Austria,2/16/2020,0,47.5162,14.5501,,0
0,Austria,2/17/2020,0,47.5162,14.5501,,0
0,Austria,2/18/2020,0,47.5162,14.5501,,0
0,Austria,2/19/2020,0,47.5162,14.5501,,0
0,Austria,2/20/2020,0,47.5162,14.5501,,0
0,Austria,2/21/2020,0,47.5162,14.5501,,0
0,Austria,2/22/2020,0,47.5162,14.5501,,0
0,Austria,2/23/2020,0,47.5162,14.5501,,0
0,Austria,2/24/2020,0,47.5162,14.5501,,0
2,Austria,2/25/2020,0,47.5162,14.5501,,0
2,Austria,2/26/2020,0,47.5162,14.5501,,0
3,Austria,2/27/2020,0,47.5162,14.5501,,0
3,Austria,2/28/2020,0,47.5162,14.5501,,0
9,Austria,2/29/2020,0,47.5162,14.5501,,0
14,Austria,3/1/2020,0,47.5162,14.5501,,0
18,Austria,3/2/2020,0,47.5162,14.5501,,0
21,Austria,3/3/2020,0,47.5162,14.5501,,0
29,Austria,3/4/2020,0,47.5162,14.5501,,0
41,Austria,3/5/2020,0,47.5162,14.5501,,0
55,Austria,3/6/2020,0,47.5162,14.5501,,0
79,Austria,3/7/2020,0,47.5162,14.5501,,0
104,Austria,3/8/2020,0,47.5162,14.5501,,0
131,Austria,3/9/2020,0,47.5162,14.5501,,2
182,Austria,3/10/2020,0,47.5162,14.5501,,4
246,Austria,3/11/2020,0,47.5162,14.5501,,4
302,Austria,3/12/2020,1,47.5162,14.5501,,4
504,Austria,3/13/2020,1,47.5162,14.5501,,6
655,Austria,3/14/2020,1,47.5162,14.5501,,6
860,Austria,3/15/2020,1,47.5162,14.5501,,6
1018,Austria,3/16/2020,3,47.5162,14.5501,,6
1332,Austria,3/17/2020,3,47.5162,14.5501,,1
1646,Austria,3/18/2020,4,47.5162,14.5501,,9
2013,Austria,3/19/2020,6,47.5162,14.5501,,9
2388,Austria,3/20/2020,6,47.5162,14.5501,,9
2814,Austria,3/21/2020,8,47.5162,14.5501,,9
3582,Austria,3/22/2020,16,47.5162,14.5501,,9
4474,Austria,3/23/2020,21,47.5162,14.5501,,9
5283,Austria,3/24/2020,28,47.5162,14.5501,,9
5588,Austria,3/25/2020,30,47.5162,14.5501,,9
6909,Austria,3/26/2020,49,47.5162,14.5501,,112
7657,Austria,3/27/2020,58,47.5162,14.5501,,225
8271,Austria,3/28/2020,68,47.5162,14.5501,,225
8788,Austria,3/29/2020,86,47.5162,14.5501,,479
9618,Austria,3/30/2020,108,47.5162,14.5501,,636
10180,Austria,3/31/2020,128,47.5162,14.5501,,1095
10711,Austria,4/1/2020,146,47.5162,14.5501,,1436
11129,Austria,4/2/2020,158,47.5162,14.5501,,1749
11524,Austria,4/3/2020,168,47.5162,14.5501,,2022
11781,Austria,4/4/2020,186,47.5162,14.5501,,2507
12051,Austria,4/5/2020,204,47.5162,14.5501,,2998
12297,Austria,4/6/2020,220,47.5162,14.5501,,3463
12639,Austria,4/7/2020,243,47.5162,14.5501,,4046
12942,Austria,4/8/2020,273,47.5162,14.5501,,4512
13244,Austria,4/9/2020,295,47.5162,14.5501,,5240
13555,Austria,4/10/2020,319,47.5162,14.5501,,6064
13806,Austria,4/11/2020,337,47.5162,14.5501,,6604
13945,Austria,4/12/2020,350,47.5162,14.5501,,6987
14041,Austria,4/13/2020,368,47.5162,14.5501,,7343
14226,Austria,4/14/2020,384,47.5162,14.5501,,7633
14336,Austria,4/15/2020,393,47.5162,14.5501,,8098
14476,Austria,4/16/2020,410,47.5162,14.5501,,8986
14595,Austria,4/17/2020,431,47.5162,14.5501,,9704
14671,Austria,4/18/2020,443,47.5162,14.5501,,10214
14749,Austria,4/19/2020,452,47.5162,14.5501,,10501
14795,Austria,4/20/2020,470,47.5162,14.5501,,10631
14873,Austria,4/21/2020,491,47.5162,14.5501,,10971
14925,Austria,4/22/2020,510,47.5162,14.5501,,11328
15002,Austria,4/23/2020,522,47.5162,14.5501,,11694
15071,Austria,4/24/2020,530,47.5162,14.5501,,11872
15148,Austria,4/25/2020,536,47.5162,14.5501,,12103
15225,Austria,4/26/2020,542,47.5162,14.5501,,12282
15274,Austria,4/27/2020,549,47.5162,14.5501,,12362
15357,Austria,4/28/2020,569,47.5162,14.5501,,12580
15402,Austria,4/29/2020,580,47.5162,14.5501,,12779
15452,Austria,4/30/2020,584,47.5162,14.5501,,12907
15531,Austria,5/1/2020,589,47.5162,14.5501,,13110
15558,Austria,5/2/2020,596,47.5162,14.5501,,13180
15597,Austria,5/3/2020,598,47.5162,14.5501,,13228
15621,Austria,5/4/2020,600,47.5162,14.5501,,13316
0,Azerbaijan,1/22/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/23/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/24/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/25/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/26/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/27/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/28/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/29/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/30/2020,0,40.1431,47.5769,,0
0,Azerbaijan,1/31/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/1/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/2/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/3/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/4/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/5/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/6/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/7/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/8/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/9/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/10/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/11/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/12/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/13/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/14/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/15/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/16/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/17/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/18/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/19/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/20/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/21/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/22/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/23/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/24/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/25/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/26/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/27/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/28/2020,0,40.1431,47.5769,,0
0,Azerbaijan,2/29/2020,0,40.1431,47.5769,,0
3,Azerbaijan,3/1/2020,0,40.1431,47.5769,,0
3,Azerbaijan,3/2/2020,0,40.1431,47.5769,,0
3,Azerbaijan,3/3/2020,0,40.1431,47.5769,,0
3,Azerbaijan,3/4/2020,0,40.1431,47.5769,,0
6,Azerbaijan,3/5/2020,0,40.1431,47.5769,,0
6,Azerbaijan,3/6/2020,0,40.1431,47.5769,,0
9,Azerbaijan,3/7/2020,0,40.1431,47.5769,,0
9,Azerbaijan,3/8/2020,0,40.1431,47.5769,,0
9,Azerbaijan,3/9/2020,0,40.1431,47.5769,,0
11,Azerbaijan,3/10/2020,0,40.1431,47.5769,,0
11,Azerbaijan,3/11/2020,0,40.1431,47.5769,,3
11,Azerbaijan,3/12/2020,0,40.1431,47.5769,,3
15,Azerbaijan,3/13/2020,1,40.1431,47.5769,,3
15,Azerbaijan,3/14/2020,1,40.1431,47.5769,,3
23,Azerbaijan,3/15/2020,1,40.1431,47.5769,,6
28,Azerbaijan,3/16/2020,1,40.1431,47.5769,,6
28,Azerbaijan,3/17/2020,1,40.1431,47.5769,,6
28,Azerbaijan,3/18/2020,1,40.1431,47.5769,,6
44,Azerbaijan,3/19/2020,1,40.1431,47.5769,,6
44,Azerbaijan,3/20/2020,1,40.1431,47.5769,,6
53,Azerbaijan,3/21/2020,1,40.1431,47.5769,,11
65,Azerbaijan,3/22/2020,1,40.1431,47.5769,,10
72,Azerbaijan,3/23/2020,1,40.1431,47.5769,,10
87,Azerbaijan,3/24/2020,1,40.1431,47.5769,,10
93,Azerbaijan,3/25/2020,2,40.1431,47.5769,,10
122,Azerbaijan,3/26/2020,3,40.1431,47.5769,,15
165,Azerbaijan,3/27/2020,3,40.1431,47.5769,,15
182,Azerbaijan,3/28/2020,4,40.1431,47.5769,,15
209,Azerbaijan,3/29/2020,4,40.1431,47.5769,,15
273,Azerbaijan,3/30/2020,4,40.1431,47.5769,,26
298,Azerbaijan,3/31/2020,5,40.1431,47.5769,,26
359,Azerbaijan,4/1/2020,5,40.1431,47.5769,,26
400,Azerbaijan,4/2/2020,5,40.1431,47.5769,,26
443,Azerbaijan,4/3/2020,5,40.1431,47.5769,,32
521,Azerbaijan,4/4/2020,5,40.1431,47.5769,,32
584,Azerbaijan,4/5/2020,7,40.1431,47.5769,,32
641,Azerbaijan,4/6/2020,7,40.1431,47.5769,,44
717,Azerbaijan,4/7/2020,8,40.1431,47.5769,,44
822,Azerbaijan,4/8/2020,8,40.1431,47.5769,,63
926,Azerbaijan,4/9/2020,9,40.1431,47.5769,,101
991,Azerbaijan,4/10/2020,10,40.1431,47.5769,,159
1058,Azerbaijan,4/11/2020,11,40.1431,47.5769,,200
1098,Azerbaijan,4/12/2020,11,40.1431,47.5769,,250
1148,Azerbaijan,4/13/2020,12,40.1431,47.5769,,289
1197,Azerbaijan,4/14/2020,13,40.1431,47.5769,,351
1253,Azerbaijan,4/15/2020,13,40.1431,47.5769,,404
1283,Azerbaijan,4/16/2020,15,40.1431,47.5769,,460
1340,Azerbaijan,4/17/2020,15,40.1431,47.5769,,528
1373,Azerbaijan,4/18/2020,18,40.1431,47.5769,,590
1398,Azerbaijan,4/19/2020,19,40.1431,47.5769,,712
1436,Azerbaijan,4/20/2020,19,40.1431,47.5769,,791
1480,Azerbaijan,4/21/2020,20,40.1431,47.5769,,865
1518,Azerbaijan,4/22/2020,20,40.1431,47.5769,,907
1548,Azerbaijan,4/23/2020,20,40.1431,47.5769,,948
1592,Azerbaijan,4/24/2020,21,40.1431,47.5769,,1013
1617,Azerbaijan,4/25/2020,21,40.1431,47.5769,,1080
1645,Azerbaijan,4/26/2020,21,40.1431,47.5769,,1139
1678,Azerbaijan,4/27/2020,22,40.1431,47.5769,,1162
1717,Azerbaijan,4/28/2020,22,40.1431,47.5769,,1221
1766,Azerbaijan,4/29/2020,23,40.1431,47.5769,,1267
1804,Azerbaijan,4/30/2020,24,40.1431,47.5769,,1325
1854,Azerbaijan,5/1/2020,25,40.1431,47.5769,,1365
1894,Azerbaijan,5/2/2020,25,40.1431,47.5769,,1411
1932,Azerbaijan,5/3/2020,25,40.1431,47.5769,,1441
1984,Azerbaijan,5/4/2020,26,40.1431,47.5769,,1480
0,Bahamas,1/22/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/23/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/24/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/25/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/26/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/27/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/28/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/29/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/30/2020,0,25.0343,-77.3963,,0
0,Bahamas,1/31/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/1/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/2/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/3/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/4/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/5/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/6/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/7/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/8/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/9/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/10/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/11/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/12/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/13/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/14/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/15/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/16/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/17/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/18/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/19/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/20/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/21/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/22/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/23/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/24/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/25/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/26/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/27/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/28/2020,0,25.0343,-77.3963,,0
0,Bahamas,2/29/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/1/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/2/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/3/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/4/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/5/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/6/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/7/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/8/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/9/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/10/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/11/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/12/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/13/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/14/2020,0,25.0343,-77.3963,,0
0,Bahamas,3/15/2020,0,25.0343,-77.3963,,0
1,Bahamas,3/16/2020,0,25.0343,-77.3963,,0
1,Bahamas,3/17/2020,0,25.0343,-77.3963,,0
1,Bahamas,3/18/2020,0,25.0343,-77.3963,,0
3,Bahamas,3/19/2020,0,25.0343,-77.3963,,0
3,Bahamas,3/20/2020,0,25.0343,-77.3963,,0
4,Bahamas,3/21/2020,0,25.0343,-77.3963,,0
4,Bahamas,3/22/2020,0,25.0343,-77.3963,,0
4,Bahamas,3/23/2020,0,25.0343,-77.3963,,0
5,Bahamas,3/24/2020,0,25.0343,-77.3963,,1
5,Bahamas,3/25/2020,0,25.0343,-77.3963,,1
9,Bahamas,3/26/2020,0,25.0343,-77.3963,,1
10,Bahamas,3/27/2020,0,25.0343,-77.3963,,1
10,Bahamas,3/28/2020,0,25.0343,-77.3963,,1
11,Bahamas,3/29/2020,0,25.0343,-77.3963,,1
14,Bahamas,3/30/2020,0,25.0343,-77.3963,,1
14,Bahamas,3/31/2020,0,25.0343,-77.3963,,1
21,Bahamas,4/1/2020,1,25.0343,-77.3963,,1
24,Bahamas,4/2/2020,1,25.0343,-77.3963,,1
24,Bahamas,4/3/2020,1,25.0343,-77.3963,,1
28,Bahamas,4/4/2020,4,25.0343,-77.3963,,0
28,Bahamas,4/5/2020,4,25.0343,-77.3963,,0
29,Bahamas,4/6/2020,5,25.0343,-77.3963,,4
33,Bahamas,4/7/2020,6,25.0343,-77.3963,,5
40,Bahamas,4/8/2020,7,25.0343,-77.3963,,5
41,Bahamas,4/9/2020,8,25.0343,-77.3963,,5
42,Bahamas,4/10/2020,8,25.0343,-77.3963,,5
46,Bahamas,4/11/2020,8,25.0343,-77.3963,,5
46,Bahamas,4/12/2020,8,25.0343,-77.3963,,5
47,Bahamas,4/13/2020,8,25.0343,-77.3963,,6
49,Bahamas,4/14/2020,8,25.0343,-77.3963,,6
49,Bahamas,4/15/2020,8,25.0343,-77.3963,,6
53,Bahamas,4/16/2020,8,25.0343,-77.3963,,6
54,Bahamas,4/17/2020,9,25.0343,-77.3963,,6
55,Bahamas,4/18/2020,9,25.0343,-77.3963,,10
55,Bahamas,4/19/2020,9,25.0343,-77.3963,,10
60,Bahamas,4/20/2020,9,25.0343,-77.3963,,11
65,Bahamas,4/21/2020,9,25.0343,-77.3963,,12
65,Bahamas,4/22/2020,9,25.0343,-77.3963,,12
72,Bahamas,4/23/2020,11,25.0343,-77.3963,,14
73,Bahamas,4/24/2020,11,25.0343,-77.3963,,15
78,Bahamas,4/25/2020,11,25.0343,-77.3963,,15
80,Bahamas,4/26/2020,11,25.0343,-77.3963,,22
80,Bahamas,4/27/2020,11,25.0343,-77.3963,,22
80,Bahamas,4/28/2020,11,25.0343,-77.3963,,23
80,Bahamas,4/29/2020,11,25.0343,-77.3963,,23
81,Bahamas,4/30/2020,11,25.0343,-77.3963,,25
81,Bahamas,5/1/2020,11,25.0343,-77.3963,,24
83,Bahamas,5/2/2020,11,25.0343,-77.3963,,24
83,Bahamas,5/3/2020,11,25.0343,-77.3963,,24
83,Bahamas,5/4/2020,11,25.0343,-77.3963,,25
0,Bahrain,1/22/2020,0,26.0275,50.55,,0
0,Bahrain,1/23/2020,0,26.0275,50.55,,0
0,Bahrain,1/24/2020,0,26.0275,50.55,,0
0,Bahrain,1/25/2020,0,26.0275,50.55,,0
0,Bahrain,1/26/2020,0,26.0275,50.55,,0
0,Bahrain,1/27/2020,0,26.0275,50.55,,0
0,Bahrain,1/28/2020,0,26.0275,50.55,,0
0,Bahrain,1/29/2020,0,26.0275,50.55,,0
0,Bahrain,1/30/2020,0,26.0275,50.55,,0
0,Bahrain,1/31/2020,0,26.0275,50.55,,0
0,Bahrain,2/1/2020,0,26.0275,50.55,,0
0,Bahrain,2/2/2020,0,26.0275,50.55,,0
0,Bahrain,2/3/2020,0,26.0275,50.55,,0
0,Bahrain,2/4/2020,0,26.0275,50.55,,0
0,Bahrain,2/5/2020,0,26.0275,50.55,,0
0,Bahrain,2/6/2020,0,26.0275,50.55,,0
0,Bahrain,2/7/2020,0,26.0275,50.55,,0
0,Bahrain,2/8/2020,0,26.0275,50.55,,0
0,Bahrain,2/9/2020,0,26.0275,50.55,,0
0,Bahrain,2/10/2020,0,26.0275,50.55,,0
0,Bahrain,2/11/2020,0,26.0275,50.55,,0
0,Bahrain,2/12/2020,0,26.0275,50.55,,0
0,Bahrain,2/13/2020,0,26.0275,50.55,,0
0,Bahrain,2/14/2020,0,26.0275,50.55,,0
0,Bahrain,2/15/2020,0,26.0275,50.55,,0
0,Bahrain,2/16/2020,0,26.0275,50.55,,0
0,Bahrain,2/17/2020,0,26.0275,50.55,,0
0,Bahrain,2/18/2020,0,26.0275,50.55,,0
0,Bahrain,2/19/2020,0,26.0275,50.55,,0
0,Bahrain,2/20/2020,0,26.0275,50.55,,0
0,Bahrain,2/21/2020,0,26.0275,50.55,,0
0,Bahrain,2/22/2020,0,26.0275,50.55,,0
0,Bahrain,2/23/2020,0,26.0275,50.55,,0
1,Bahrain,2/24/2020,0,26.0275,50.55,,0
23,Bahrain,2/25/2020,0,26.0275,50.55,,0
33,Bahrain,2/26/2020,0,26.0275,50.55,,0
33,Bahrain,2/27/2020,0,26.0275,50.55,,0
36,Bahrain,2/28/2020,0,26.0275,50.55,,0
41,Bahrain,2/29/2020,0,26.0275,50.55,,0
47,Bahrain,3/1/2020,0,26.0275,50.55,,0
49,Bahrain,3/2/2020,0,26.0275,50.55,,0
49,Bahrain,3/3/2020,0,26.0275,50.55,,0
52,Bahrain,3/4/2020,0,26.0275,50.55,,0
55,Bahrain,3/5/2020,0,26.0275,50.55,,0
60,Bahrain,3/6/2020,0,26.0275,50.55,,4
85,Bahrain,3/7/2020,0,26.0275,50.55,,4
85,Bahrain,3/8/2020,0,26.0275,50.55,,4
95,Bahrain,3/9/2020,0,26.0275,50.55,,14
110,Bahrain,3/10/2020,0,26.0275,50.55,,22
195,Bahrain,3/11/2020,0,26.0275,50.55,,35
195,Bahrain,3/12/2020,0,26.0275,50.55,,35
195,Bahrain,3/13/2020,0,26.0275,50.55,,44
210,Bahrain,3/14/2020,0,26.0275,50.55,,44
214,Bahrain,3/15/2020,0,26.0275,50.55,,60
214,Bahrain,3/16/2020,1,26.0275,50.55,,77
228,Bahrain,3/17/2020,1,26.0275,50.55,,81
256,Bahrain,3/18/2020,1,26.0275,50.55,,88
278,Bahrain,3/19/2020,1,26.0275,50.55,,100
285,Bahrain,3/20/2020,1,26.0275,50.55,,100
305,Bahrain,3/21/2020,1,26.0275,50.55,,125
334,Bahrain,3/22/2020,2,26.0275,50.55,,149
377,Bahrain,3/23/2020,2,26.0275,50.55,,149
392,Bahrain,3/24/2020,3,26.0275,50.55,,177
419,Bahrain,3/25/2020,4,26.0275,50.55,,177
458,Bahrain,3/26/2020,4,26.0275,50.55,,204
466,Bahrain,3/27/2020,4,26.0275,50.55,,227
476,Bahrain,3/28/2020,4,26.0275,50.55,,265
499,Bahrain,3/29/2020,4,26.0275,50.55,,272
515,Bahrain,3/30/2020,4,26.0275,50.55,,279
567,Bahrain,3/31/2020,4,26.0275,50.55,,295
569,Bahrain,4/1/2020,4,26.0275,50.55,,337
643,Bahrain,4/2/2020,4,26.0275,50.55,,381
672,Bahrain,4/3/2020,4,26.0275,50.55,,382
688,Bahrain,4/4/2020,4,26.0275,50.55,,423
700,Bahrain,4/5/2020,4,26.0275,50.55,,431
756,Bahrain,4/6/2020,4,26.0275,50.55,,458
811,Bahrain,4/7/2020,5,26.0275,50.55,,458
823,Bahrain,4/8/2020,5,26.0275,50.55,,477
887,Bahrain,4/9/2020,5,26.0275,50.55,,519
925,Bahrain,4/10/2020,6,26.0275,50.55,,539
1040,Bahrain,4/11/2020,6,26.0275,50.55,,555
1136,Bahrain,4/12/2020,6,26.0275,50.55,,558
1361,Bahrain,4/13/2020,6,26.0275,50.55,,591
1528,Bahrain,4/14/2020,7,26.0275,50.55,,645
1671,Bahrain,4/15/2020,7,26.0275,50.55,,663
1700,Bahrain,4/16/2020,7,26.0275,50.55,,703
